question,nresults,snippet,sections,link
"Quels sont les symptômes du covid ",3,"Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Can I still see my friends?",0,".",".","."
"Est-ce que le virus est plus facile à attraper que le rhume ordinaire?",0,".",".","."
"What are the symptoms of COVID-19",6,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... Potential symptoms linked to stress, anxiety and depression.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Est-ce que les asmathiques sont plus à risques de complications?",0,".",".","."
"ou aller pour faire un test",1,"Rendez-vous à l'urgence seulement si vous avez des difficultés respiratoires ( difficulté à respirer au repos ou impossibilité de respirer en position ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"How many people are infected in Quebec?",5,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population. ... Special attention must be paid  to the elderly, especially individuals 70 ... Any other questions?",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"how can one fight the virus ",0,".",".","."
"Comment peut-on guérir de la covid-19?",1,"On vous dira comment vous rendre et quelles précautions prendre (port de  masque, utilisation de transport personnel ou d'une ambulance, etc.).",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"penis rapé",0,".",".","."
"Y a t il un vaccin contre le COVID? ",2,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et des ...  Mon employeur doit-il prendre des mesures particulières pour ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"1+1",9,"1. Personne non résidente du Québec, mais étant présente sur le territoire et s' étant fait tester au Québec. 2. Région de résidence de la ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/situation-coronavirus-quebec/"
"Après combien de temps les symptômes commencent à apparaître ",0,".",".","."
"En tant qu'étudiante étrangère, est-ce que l'assurance maladie couvrira les dépenses en cas de la maladie? ",0,".",".","."
"Est-ce que la livraison d'épicerie est vraiment meilleure que d'y aller soit même? Ne mettons-nous pas les livreurs en danger?",0,".",".","."
"How contagious is covid 19?",0,".",".","."
"Go nuance!",0,".",".","."
"What is the death rate of covid-19?",0,".",".","."
"Des vaccins sont-ils en train d'être tester? Il semble que c'est tôt ",0,".",".","."
"How to prevent the spread of COVID-19?",6,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Nombre de cas au Québec ?",4,"Situation au Québec en lien avec le coronavirus (COVID-19) : le nombre de cas  et les mesures prises par le gouvernement.",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/situation-coronavirus-quebec/"
"what are the options to disinfect hand or surfaces other than soap and alcohol",0,".",".","."
"Quand est-ce que ça va se terminer?",0,".",".","."
"Is the virus airborne ",0,".",".","."
"combien de temps faut il avant d'avoir les symptomes?",1,"Si la COVID‑19 vous inquiète ou si vous présentez des symptômes ... pas dans  une clinique médicale sans avoir reçu au préalable un rendez-vous. ... Avant de  vous rendre à l'urgence, si votre condition le permet, contactez le 1 877 644- 4545. Si vous êtes un voyageur de retour depuis moins de 14 jours, ...","Pour les citoyens de retour de voyage","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Quelles actions puis-je poser pour aider les entreprises à se sortir de la crise?",0,".",".","."
"I think I’m sick",0,".",".","."
"Mon voisin revient de voyage, que dois-je faire? ",0,".",".","."
"When this all will be over?",3,"Health recommendations and directives for everyone, for citizens returning ...  Voluntary self-isolation This hyperlink will open in a new window. ... invasive,  frightening ideas that you are constantly turning over in your mind; ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"how painful will it be if I got the virus?",0,".",".","."
"Quand faire le test ?",1,"L'état d'urgence sanitaire a été déclaré sur tout le territoire québécois pour mettre  en place des mesures visant à assurer la protection de la ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Is it safe to get a new job that deals with the public?",2,"In this type of context, many people will experience stress, anxiety and ... For  example, if you feel stressed on the job but less so at home in the evening or ...  Anxiety manifests itself when we believe that a dangerous or ... Most people have  the resources and mental strength to adapt to this type of situation.","What does anxiety mean? / Ways to improve the situation / What does stress mean? / A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"How long does the virus live on surfaces",2,"Do not go to a medical clinic unless you have first obtained an ... residential and  long-term care centres and other establishments for seniors ...","For citizens returning from travelling","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quel est le principal mode de transmission de la COVID-19?",1,"Une attention particulière doit être portée aux personnes âgées, particulièrement  celles de 70 ans et plus, puisqu'elles sont davantage à risque ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"If I am starting to breath heavily, should I get it checked out?",0,".",".","."
"Puis-je passer un test si je ne reviens pas de l’étranger et que j’ai des symptômes ",0,".",".","."
"Quel est le temps d’incubation du virus",0,".",".","."
"Puis-je donner des idées au gouvernement pour stimuler l'économie?",0,".",".","."
"Quelkea sont les complications de la maladie ?",0,".",".","."
"Est-ce qu’on va limiter le nombre d’articles par personnes à l’épicerie pour éviter qu’il en manque?",0,".",".","."
"Est-ce que le Québec a assez de lits ?",0,".",".","."
"im sneezing, should i be worried?",0,".",".","."
"J’ai une toux, mais je n’ai pas voyagé, que dois-je faire?",0,".",".","."
"Existe-t-il un remède pour guérir plus rapidement ou prévenir le covid-19?",0,".",".","."
"How many cases in Montreal",1,"... 514-644-4545 in the Montréal area, 450-644-4545 in the Montérégie region,  819-644-4545 in the Outaouais region ... Any other questions?",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"J'ai des amis français, dois-je éviter de les fréquenter ? ",0,".",".","."
"Corona virus characteristics",0,".",".","."
"Est-ce que les enseignants pourraient être emmener à aider dans les garderies?",0,".",".","."
"Is it possible to have Covid-19 if you only have one of the symptoms?",6,"This page should be seen as a tool that can help you to minimize the ... A variety  of reactions are possible in the context of a coronavirus (COVID-19) pandemic ...  Potential symptoms linked to stress, anxiety and depression ... Most people have  the resources and mental strength to adapt to this type of ...","Potential symptoms linked to stress, anxiety and depression / A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Is there more than one strain of COVID-19?",0,".",".","."
"what are the symtoms",0,".",".","."
"What's happen for country near the Ecuador with a lot of hot? ",0,".",".","."
"Combien de tests sont effectués par jour au Québec?",0,".",".","."
"Y’a-t’il un vaccin présentement testé?",0,".",".","."
"Est-ce que les suppléants auront droit à une aide financière?",0,".",".","."
"comment puis-je dénoncer un bar qui reste ouvert malgré l'interdiction?",0,".",".","."
"am i gonna die?",2,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Est-ce que je peux laisser mon fils jouer dehors avec ses amis?",0,".",".","."
"is it ok to touch packets after washing with dettol",0,".",".","."
"What type of drugs may I take if I have covid19?",4,"The current coronavirus (COVID-19) pandemic is a particular and ... Anxiety  manifests itself when we believe that a dangerous or unfortunate event may take  ... Difficulty in taking decisions; Increased use of alcohol, drugs and/or ... Most  people have the resources and mental strength to adapt to this type of ...","A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Est-ce que le COVID-19 peut vivre sur des objets? ",0,".",".","."
"jai fait lamour avec une inconnue est ce que je suis a risque",0,".",".","."
"what is covid-19",10,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Is there any possibility of infected corona virus twice (second time)?",0,".",".","."
"Quels sont les symptômes?",3,"Quels sont les services d'enseignement visés par les fermetures? Tous les ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"a have a fever",3,"If you do not have a cough or fever, no other specific measure needs to be  adopted. Wash your hands frequently and avoid sharing personal ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"Combien de temps va durer la pandémie ?",0,".",".","."
"Combien de mort au canada a cause de COVID-19",1,"L'état d'urgence sanitaire a été déclaré sur tout le territoire québécois pour mettre  en place des mesures visant à assurer la protection de la ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"How do I know if I have the flu or coronavirus",3,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Dois-je laver mes mains à chaque fois que je touche mon téléphone?",0,".",".","."
"Je présente des symptômes, que dois-je faire?",1,"Est-ce que les parents qui vont devoir prendre deux semaines de congé en ...  Les personnes qui ne reviennent pas de voyage et qui ne présentent aucun  symptôme sont invités à ... Quels sont les principaux symptômes associés à la  COVID‑19? ... Dois-je m'inquiéter de la situation entourant la COVID‑19?","Est-ce que les parents qui vont devoir prendre deux semaines de congé en raison de la fermeture des écoles et des services de garde vont continuer d’être payés? / Quels sont les principaux symptômes associés à la COVID‑19? / Est-il recommandé de ne pas rentrer au travail?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Combien de temps dois-je rester à la maison si j'ai des symptômes ?",2,"La période de deux semaines de fermeture des écoles et des services de ...  Symptômes, traitements et prévention ... Combien de temps la COVID‑19 survit- elle sur des objets? ... de s'isoler et de rester à la maison pour les semaines à  venir même si elle ... J'ai des projets de voyage, devrais-je les annuler?","La période de deux semaines de fermeture des écoles et des services de garde pourrait-elle être prolongée? / Combien de temps la COVID‑19 survit-elle sur des objets? / J'ai des projets de voyage, devrais-je les annuler?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Est-ce que je vais être malade?",0,".",".","."
"how many people have died",2,"If your condition allows you to do so and indicate that you are a traveller who has  been back for less than 14 days. You will be told how to go there ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quelles sont les consignes à suivre?",3,"Si je dois me placer en isolement volontaire, quelles sont les consignes à  respecter?","Si je dois me placer en isolement volontaire, quelles sont les consignes à respecter?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Ma conjointe a des symptômes. Dois-je me faire tester ?",0,".",".","."
"Est ce que c’est plus de chance de l’attraper car je vis proche d’un centre de dépistage COVID? ",0,".",".","."
"Peux-t-on contracter le covid-19 plusieurs fois ?",0,".",".","."
"Lp test",0,".",".","."
"what are the symptoms",5,"Physical symptoms. Headaches, neck tension, gastrointestinal problems, etc.  Sleep problems; Lower appetite; Lower energy, fatigue; Etc.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Pouvez-moi me dire ou est le point de test le plus proche?",0,".",".","."
"Les animaux (sauvages ou domestiques) peuvent-ils contracter le virus?",0,".",".","."
"What is the covid-19 symptoms? ",6,"If you are worried about COVID‑19 or display symptoms such as a cough or fever,  you can call 418-644-4545 in the Québec City region, ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Doit-on rester à la maison si nous sommes travailleur de la santé et que nous avons un seul des symptômes, soit le mal de gorge?",0,".",".","."
"How long before we have a vaccine for corona? ",1,"Do not go to a medical clinic unless you have first obtained an ... spaces · Visits to  hospitals, residential and long-term care centres and other ...","For citizens returning from travelling","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Are you intelligent",0,".",".","."
"J’entends mon voisin tousser très fort. Je le vois poursuivre ses acr’t",0,".",".","."
"How long are we going to be sick ",1,"If you are worried about COVID‑19 or display symptoms such as a cough ...  residential and long-term care centres and other establishments for ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Combien de temps peut on garder un masque de protection?",1,"Quelles sont les procédures pour s'inscrire aux services de garde d'urgence? ...  Un employé peut-il être congédié s'il refuse d'aller travailler dans un endroit à ...  Combien de temps la COVID‑19 survit-elle sur des objets? ... Est-ce que le port d' un masque est efficace pour me protéger contre la COVID‑19?","Combien de temps la COVID‑19 survit-elle sur des objets?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"j'aimerais voir une carte avec les contaminés",0,".",".","."
"Combien de temps est-ce que les malades non-sévères prennent pour guérir? Combien de temps après les derniers symptômes sont-ils contagieux?",0,".",".","."
"Combine de temps le virus peut rester sur le poil des animaux?",0,".",".","."
"what is covid-19",10,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"What is the mortality rate?",1,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quels sont les moyens de transmission du virus? On parle beaucoup du contact avec les yeux est-ce que la bouche également?",0,".",".","."
"Une personne proche de moi rentre de voyage. Est-ce que je dois me placer aussi en auto-isolement? ",0,".",".","."
"what are the conditions under which people are most likely to develop complications versus those who won’t?  ",0,".",".","."
"Où puis-je trouver de l'information sur ce que les personnes âgées devraient faire ou pas?",0,".",".","."
"Est-ce que je devrais porter des gants en public?",0,".",".","."
"Si j'ai la COVID-19 quels sont les symptômes qui devraient faire en sorte que j'aille à l'hôpital ?",0,".",".","."
"Durée des symptômes ",3,"Symptômes, traitements et prévention. Quels sont les principaux symptômes  associés à la COVID‑19? Les principaux symptômes de la ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Covid?",10,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Est-ce qu'on doit prendre des douches plus souvent?",0,".",".","."
"Est-ce que ca donne la diarrhée ?",0,".",".","."
"quels sont les symptomes principaux",2,"Quels sont les services d'enseignement visés par les fermetures? Tous les ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"test",6,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"how i can test if i have the diease?",3,"Visit the emergency room only if you have difficulty breathing (difficulty ... You will  be told how to go there and what precautions to take (wearing ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"When will the pandemic end? ",1,"If your condition allows you to do so and indicate that you are a traveller who has  been back for less than 14 days. You will be told how to go there ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"how to prevent ?",1,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quel sont les symptômes de la covid-19?",3,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Est-ce que la situation va empirer au Québec?",0,".",".","."
"Le ministre conseille de rester dans notre région, mais puis-je aller chez ma mère de 74 ans dans une autre ville si je reste chez elle et ne va nul part d'autre? à noter que je suis en quarantaine depuis 9 jours, donc cotôyer personne d'autre.",0,".",".","."
"puis-je garder mes petits enfants chez eux a l occasion ",0,".",".","."
"what are the main symptoms of coronavirus",6,"Physical symptoms. Feelings of suffocation, rapid heartbeat, dizziness, nausea;  Major sleep problems; Pronounced reduced appetite, possibly ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Is the phlegm color suggestive of coronavirus? ",0,".",".","."
"Les experts des pays ayant le plus d‘experience avec le virus nous disent tous qu‘il faut Des tests de masse, alors que nous limitons les tests à ceux qui ont des symptômes et, pour le moment, qui ont voyagé. Pourquoi ne testons nous pas au moins tout l’Entourage Des personnes infectées, même si asymptomatiques.  ",0,".",".","."
"Est-ce que le coronavirus est un nouvau virus?",1,"L'état d'urgence sanitaire a été déclaré sur tout le territoire québécois pour mettre  en place des mesures visant à assurer la protection de la ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"How long does the virus live in my body if I catch it",0,".",".","."
"Je travaille au complexe g, suis-je à risque?",0,".",".","."
"Suite,",2,"Si vous utilisez un mouchoir en papier, jetez-le dès que possible et lavez-vous  les mains par la suite. Si vous êtes malade, évitez le contact ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/consignes-directives-contexte-covid-19/"
"What is Covid-19?",10,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Est-ce que les adolescents sont à risque  de développer des complications?",0,".",".","."
"When should I go to the hospital?",3,"For example, avoid visiting people in hospital, people living in ... Such travel  should be confined to trips for medical reasons and work when ...","Health recommendations for everyone","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"What is COVID-19",10,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Je le vois poursuivre ses activités professionnnelles. Que faire?",0,".",".","."
"Quel est l’impact économique de ce virus ?",0,".",".","."
"if i have symptoms should i go to the ER or should I call a doctor?",1,"If you are worried about COVID‑19 or display symptoms such as a ... Do not go to  a medical clinic unless you have first obtained an appointment. ... Before you go  to the emergency room, you can call toll free 1-877-644-4545.","For citizens returning from travelling","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Les experts des pays ayant le plus d‘experience avec le virus nous disent tous qu‘il faut Des tests de masse, alors que nous limitons les tests à ceux qui ont des symptômes et, pour le moment, qui ont voyagé.   Pourquoi ne testons nous pas au moins tout l",0,".",".","."
"Is sore throats a symptom ",1,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"How long will it take before we can stop social distancing?",1,"Could the two-week closing of schools and childcare services be prolonged? The  Québec ... Does my employer need to take any extra steps to protect workers'  health? ... Can an individual go to a hospital to visit a loved one who is dying?  Yes. Health ... Is it preferable to avoid all public spaces? In order to ...","Could the two-week closing of schools and childcare services be prolonged? / Can an individual go to a hospital to visit a loved one who is dying?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/answers-questions-coronavirus-covid19/"
"Quelles sont les danger pour les personne de plus de 70 ans?",3,"Quelles sont les procédures pour s'inscrire aux services de garde d'urgence? ...  Est-ce que les personnes de 70 ans et plus peuvent sortir à ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Does the virus get milder due to coevolution?",0,".",".","."
"where can I test for covid",6,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Are covid-19 outcomes worse for those who are infected and suffer from asthma? ",0,".",".","."
"Après mes 14 jours en quarantaine, je peux aller voir ma famille? ",0,".",".","."
"Utilisation du zinc , ou ciclesonide ",0,".",".","."
"Suis-je à risque",1,"Personnes à risque ... Les femmes enceintes sont-elles à risque? ... Si je suis à l' étranger, dois-je rentrer immédiatement au pays?","Les femmes enceintes sont-elles à risque?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"What is the incubation period? ",0,".",".","."
"L'origine est de Chine, mais est-ce vraiment à la suite d'avoir manger un animal exotique ",0,".",".","."
"What are the symptoms of Covid-19",6,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... Potential symptoms linked to stress, anxiety and depression.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"What are the symptoms?",5,"Physical symptoms. Headaches, neck tension, gastrointestinal problems, etc.  Sleep problems; Lower appetite; Lower energy, fatigue; Etc.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Quels sont les symptômes?",3,"Quels sont les services d'enseignement visés par les fermetures? Tous les ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"où la femme contagieuse interpellée à limoilou s'est-elle promenée?",0,".",".","."
"J’ai une condition cardiaque, est ce que je peux me rendre à l’urgence quand même? ",0,".",".","."
"Does a throat feel itchy or really sore and a symptom ",0,".",".","."
"Will Covid19 go away like the 1918 influenza and SARS did",0,".",".","."
"Est-ce que je peux transmettre le virus même si je n’ai pas de symptômes?",0,".",".","."
"Est-ce que je peux faire un auto-diagnostic avant de m'affoler et contacter les urgences? ",0,".",".","."
"How to reduce the risk?",3,"Every individual has their part to play to reduce the risk of spreading viruses.  Masks are not an effective means of protection for the general ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"que faire quand les symptomes arrivent?",0,".",".","."
"Quels sont les délais d'attente pour obtenir le résultat à un test de dépistage?",0,".",".","."
"combien de temps pourrait durer le covid?",1,"Si vous êtes un voyageur de retour depuis moins de 14 jours, précisez-le. On  vous dira comment vous rendre et quelles précautions prendre ( ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"משתתפת בצערך ברוך דיין האמת.",0,".",".","."
"Que puis-je faire pour me préparer si un membre de la maison tombe malade?",0,".",".","."
"Mon conjoint est allé à Toronto la semaine dernière, devrait-il être en confinement volontaire? Et moi?",0,".",".","."
"Que faire si j'ai des signes?",2,"De plus, si vous avez de la toux ou de la fièvre : Ne vous présentez pas dans une  clinique médicale sans avoir reçu au préalable un rendez-vous.",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Avons-nous le droit de visiter quelqu’un chez lui? Être deux ou trois personnes ensemble pour souper?",0,".",".","."
"what are the main symptoms",3,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"A quel moment se terminera la pandemie?",0,".",".","."
"Pendant combien de temps suis-je contagieuse si j’ai le covid-19?",1,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et des  mesures prises par le gouvernement. ... Est-ce que j'ai droit à des congés de  maladie? Oui. ... Combien de temps la COVID‑19 survit-elle sur des objets? ... Si  je suis à l'étranger, dois-je rentrer immédiatement au pays?"," Est-ce que j'ai droit à des congés de maladie? / Combien de temps la COVID‑19 survit-elle sur des objets?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Peux-t-on aller au magasin avec les enfants?",0,".",".","."
"Âges à risque",0,".",".","."
"I don't have a fever, can I still have coronavirus? ",1,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"---",0,".",".","."
"Quels sont les manifestations du covid 19 chez les en",0,".",".","."
"Pourquoi la Covid-19 et non pas le Covid-19?",2,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et des  mesures prises par le gouvernement. ... Les garderies non subventionnées  seront-elles dédommagées? Oui. ... Pourquoi fermer les écoles et les garderies à  ce moment-ci? ... Est-il recommandé de ne pas rentrer au travail?","Pourquoi fermer les écoles et les garderies à ce moment-ci? N’est-ce pas prématuré? / Les garderies non subventionnées seront-elles dédommagées? / Est-il recommandé de ne pas rentrer au travail?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"For how long COVID19 can stay alive on different surfaces?",1,"You will be told how to go there and what precautions to take (wearing a ...  residential and long-term care centres and other establishments for ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"What can we do to protect ourselves from COVID-19?",5,"Will non-subsidized daycare centres be compensated? Yes. ... Can an individual  go to a hospital to visit a loved one who is dying? Yes. Health care ... Is wearing a  mask protect me effectively against COVID-19? Masks are not ...","Will non-subsidized daycare centres be compensated? / Can an individual go to a hospital to visit a loved one who is dying?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/answers-questions-coronavirus-covid19/"
"j,ai souvent eu des sinusites qui sont longues a guérir , j,en ai une présentement depuis 2 semaines . Faut-il que je passe un test",0,".",".","."
"Est ce que je peux aller me faire dépister pour le COVID?",0,".",".","."
"Je me demande s'il est sécuritaire de faire mon lavage dans la buanderie collective de mon immeuble, en yant désinfecté avant? ",0,".",".","."
"Does covid transfer through air?",0,".",".","."
"Est ce que je peux attraper le covid19 une deuxieme fois",0,".",".","."
"Je crois avoir la COVID-19. Est-ce que je dois aller à l'hôpital ?",0,".",".","."
"I am 43. What’s the chance of my survival if I get covid. ",0,".",".","."
"Combien de temps suis-je contagieux ?",1,"Combien de temps la COVID‑19 survit-elle sur des objets? En général, la ... Si je  suis à l'étranger, dois-je rentrer immédiatement au pays?","Combien de temps la COVID‑19 survit-elle sur des objets?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"covid-19",10,"Situation au Québec en lien avec le coronavirus (COVID-19) : le nombre de cas  et les mesures prises par le gouvernement.",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/situation-coronavirus-quebec/"
"What is Covid-19 virus?)",10,"The current coronavirus (COVID-19) pandemic is a particular and rare situation. It  can affect people physically, but also psychologically. In this ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Si j'ai de la température et de la toux, que dois-je faire?",0,".",".","."
"Est ce que les aliments crus comme les sushis sont à éviter durant cette période? ",0,".",".","."
"Est-il vrai que la pandémie va s'atténuer pendant la période estivale? ",0,".",".","."
